time,timestamp,right_position,heading,real_right_velocity,right_jerk,right_velocity,left_jerk,left_velocity,right_accel,right_error,real_heading,left_accel,left_error,real_left_velocity,left_position
118.98,109433,13.435,0.000,10.374,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.110,-3.143,-318.000,10.347,13.435
118.98,110277,19.115,0.000,3.962,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.400,-8.000,-83.000,3.799,19.115
118.98,108255,2.885,0.000,5.845,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.770,8.000,290.000,5.843,2.885
118.99,109326,12.479,0.000,10.444,-11.429,9.771,-11.429,9.771,-2.000,-207.000,-3.040,-2.000,-241.000,10.366,12.479
118.99,109537,14.354,0.000,10.092,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.250,-4.285,-318.000,10.122,14.354
118.99,108957,9.001,0.000,10.729,-11.429,9.943,-11.429,9.943,1.429,-64.000,-1.150,1.429,-273.000,10.615,9.001
118.99,109556,14.796,0.000,10.030,-11.429,8.843,-11.429,8.843,-4.857,-333.000,-3.250,-4.857,-318.000,9.935,14.796
118.99,107802,0.585,0.000,1.388,11.429,2.414,11.429,2.414,7.143,478.000,-0.300,7.143,457.000,1.146,0.585
118.99,108332,3.225,0.000,6.485,0.000,6.800,0.000,6.800,8.000,58.000,-0.700,8.000,123.000,6.604,3.225
118.99,109231,11.496,0.000,10.512,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.860,-0.857,-234.000,10.379,11.496
118.99,107675,0.361,0.000,0.379,11.429,1.729,11.429,1.729,6.000,300.000,0.010,6.000,436.000,0.382,0.361
118.99,109225,11.496,0.000,10.512,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.860,-0.857,-234.000,10.444,11.496
118.99,110724,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,107.000,-3.980,-4.286,214.000,0.331,19.935
118.99,108571,5.204,0.000,8.826,-11.429,8.571,-11.429,8.571,6.000,-6.000,-0.370,6.000,33.000,9.016,5.204
118.99,108293,2.885,0.000,6.192,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.740,8.000,123.000,6.227,2.885
118.99,109787,16.415,0.000,8.704,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.715,16.415
118.99,108265,2.885,0.000,5.994,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.750,8.000,290.000,5.843,2.885
118.99,109767,16.415,0.000,8.797,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.891,16.415
118.99,110342,19.275,0.000,3.160,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.670,-8.000,-83.000,3.217,19.275
119.0,110567,19.797,0.000,1.274,11.429,1.429,11.429,1.429,-6.000,152.000,-3.880,-6.000,161.000,1.141,19.797
119.0,108667,6.100,0.000,9.534,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.270,4.857,-254.000,9.875,6.100
119.0,110429,19.536,0.000,2.387,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.309,19.536
119.0,108940,8.504,0.000,10.490,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.840,2.000,-273.000,10.615,8.504
119.0,108119,1.985,0.000,4.290,0.000,5.200,0.000,5.200,8.000,209.000,-1.120,8.000,290.000,4.371,1.985
119.0,109755,16.415,0.000,8.943,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.948,16.415
119.0,111090,20.000,0.000,-0.092,11.429,0.000,11.429,0.000,-0.286,68.000,-3.850,-0.286,5.000,0.000,20.000
