[794.26] timestamp,right_position,heading,real_right_velocity,right_jerk,right_velocity,left_jerk,left_velocity,right_accel,right_error,real_heading,left_accel,left_error,real_left_velocity,left_position
[794.51] 755090,0.464,0.000,0.547,11.429,2.057,11.429,2.057,6.571,381.000,-0.010,6.571,436.000,0.553,0.464
[794.51] 755965,5.204,0.000,8.683,-11.429,8.571,-11.429,8.571,6.000,-9.000,0.240,6.000,-7.000,8.921,5.204
[794.51] 107995,1.265,0.000,3.228,0.000,4.000,0.000,4.000,8.000,353.000,-1.090,8.000,327.000,3.125,1.265
[794.51] 108138,1.985,0.000,4.463,0.000,5.200,0.000,5.200,8.000,209.000,-1.080,8.000,290.000,4.596,1.985
[794.51] 107433,0.065,0.000,0.000,11.429,0.514,11.429,0.514,3.143,131.000,-0.010,3.143,47.000,0.000,0.065
[794.51] 754637,0.010,0.000,0.000,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,31.000,0.000,0.010
[794.51] 755420,1.485,0.000,3.848,0.000,4.400,0.000,4.400,8.000,354.000,-0.630,8.000,413.000,3.558,1.485
[794.51] 110038,18.015,0.000,6.371,-0.000,5.600,-0.000,5.600,-8.000,-291.000,-3.020,-8.000,-351.000,6.387,18.015
[794.51] 756286,8.504,0.000,10.181,-11.429,9.871,-11.429,9.871,2.000,-138.000,-0.200,2.000,-414.000,10.826,8.504
[794.51] 757785,19.536,0.000,2.526,5.712,2.414,5.712,2.414,-7.714,-6.000,-2.680,-7.714,121.000,2.466,19.536
[794.51] 110334,19.275,0.000,3.377,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.590,-8.000,-83.000,3.217,19.275
[794.51] 109261,11.990,0.000,10.561,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.900,-1.428,-234.000,10.469,11.990
[794.51] 757377,17.735,0.000,6.593,0.000,6.000,0.000,6.000,-8.000,-336.000,-1.730,-8.000,-461.000,6.710,17.735
[794.51] 758101,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,108.000,-2.800,-4.286,155.000,0.276,19.935
[794.52] 758490,20.000,0.000,-0.089,5.717,0.000,5.717,0.000,-0.000,33.000,-2.410,-0.000,5.000,0.000,20.000
[794.52] 755817,3.964,0.000,7.414,-5.714,7.586,-5.714,7.586,7.714,136.000,-0.060,7.714,80.000,7.371,3.964
[794.52] 755895,4.775,0.000,8.065,-11.429,8.271,-11.429,8.271,6.571,136.000,0.130,6.571,-7.000,8.165,4.775
[794.52] 756380,9.001,0.000,10.447,-11.429,9.943,-11.429,9.943,1.429,-138.000,-0.810,1.429,-165.000,10.320,9.001
[794.52] 757328,17.435,0.000,7.325,-0.002,6.400,-0.002,6.400,-8.000,-296.000,-1.830,-8.000,-461.000,7.374,17.435
[794.52] 755975,5.204,0.000,8.694,-11.429,8.571,-11.429,8.571,6.000,-9.000,0.260,6.000,-7.000,9.027,5.204
[794.52] 756143,7.039,0.000,10.276,-11.429,9.486,-11.429,9.486,3.714,-326.000,0.130,3.714,-185.000,10.474,7.039
[794.52] 757487,18.515,0.000,5.585,-0.000,4.800,-0.000,4.800,-8.000,-336.000,-2.000,-8.000,-216.000,5.569,18.515
[794.52] 757318,17.435,0.000,7.325,-0.002,6.400,-0.002,6.400,-8.000,-296.000,-1.830,-8.000,-461.000,7.374,17.435
[794.52] 758244,19.990,0.000,0.000,11.429,0.229,11.429,0.229,-2.572,172.000,-2.760,-2.572,155.000,0.008,19.990
[794.52] 107456,0.100,0.000,0.000,11.429,0.700,11.429,0.700,3.714,131.000,-0.010,3.714,47.000,0.000,0.100
[794.52] 757702,19.275,0.000,3.401,-0.000,3.200,-0.000,3.200,-8.000,-6.000,-2.560,-8.000,-13.000,3.070,19.275
[794.52] 757883,19.725,0.000,1.694,11.429,1.729,11.429,1.729,-6.572,146.000,-2.700,-6.572,121.000,1.653,19.725
[794.52] 107538,0.146,0.000,0.051,11.429,0.914,11.429,0.914,4.286,131.000,-0.040,4.286,257.000,0.022,0.146
[794.53] 108889,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.530,2.571,-314.000,10.805,8.010
[794.53] 109468,13.900,0.000,10.206,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.170,-3.714,-318.000,10.157,13.900
[794.53] 110199,18.735,0.000,4.721,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.090,-8.000,-299.000,4.631,18.735
[794.53] 109291,11.990,0.000,10.509,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-3.000,-1.428,-241.000,10.385,11.990
[794.53] 757170,16.415,0.000,8.802,-11.429,7.586,-11.429,7.586,-7.143,-405.000,-2.230,-7.143,-371.000,8.829,16.415
[794.53] 755763,3.585,0.000,6.997,0.000,7.200,0.000,7.200,8.000,136.000,-0.140,8.000,80.000,7.065,3.585
[794.53] 756068,6.100,0.000,9.637,-11.429,9.086,-11.429,9.086,4.857,-9.000,0.330,4.857,-185.000,9.935,6.100
[794.53] 755622,2.565,0.000,5.818,-0.000,6.000,-0.000,6.000,8.000,40.000,-0.290,8.000,228.000,5.859,2.565
[794.53] 758010,19.854,0.000,0.862,11.429,1.157,11.429,1.157,-5.429,108.000,-2.810,-5.429,186.000,0.837,19.854
[794.53] 110173,18.735,0.000,5.011,0.000,4.400,0.000,4.400,-8.000,-144.000,-3.010,-8.000,-299.000,4.924,18.735
[794.53] 756503,10.500,0.000,10.707,-5.714,10.000,-5.714,10.000,0.000,-200.000,-1.690,0.000,-126.000,10.347,10.500
[794.53] 109647,15.225,0.000,9.628,-11.429,8.572,-11.429,8.572,-5.428,-333.000,-3.260,-5.428,-387.000,9.561,15.225
[794.53] 109967,17.735,0.000,6.989,0.000,6.000,0.000,6.000,-8.000,-423.000,-3.060,-8.000,-351.000,7.003,17.735
[794.53] 756743,12.961,0.000,10.460,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-2.630,-2.571,-250.000,10.368,12.961
[794.53] 110641,19.854,0.000,0.726,11.429,1.157,11.429,1.157,-5.429,107.000,-3.930,-5.429,161.000,0.675,19.854
[794.53] 758251,19.990,0.000,0.000,11.429,0.229,11.429,0.229,-2.572,172.000,-2.760,-2.572,155.000,0.008,19.990
[794.53] 757496,18.515,0.000,5.336,-0.000,4.800,-0.000,4.800,-8.000,-336.000,-2.000,-8.000,-216.000,5.569,18.515
[794.53] 755128,0.464,0.000,0.824,11.429,2.057,11.429,2.057,6.571,504.000,-0.050,6.571,436.000,0.824,0.464
[794.53] 755454,1.725,0.000,4.030,-0.000,4.800,-0.000,4.800,8.000,193.000,-0.620,8.000,413.000,3.954,1.725
[794.53] 755770,3.585,0.000,6.997,0.000,7.200,0.000,7.200,8.000,136.000,-0.140,8.000,80.000,7.065,3.585
[794.54] 757812,19.536,0.000,2.355,5.712,2.414,5.712,2.414,-7.714,-6.000,-2.680,-7.714,121.000,2.328,19.536
[794.54] 755191,0.725,0.000,1.374,11.429,2.800,11.429,2.800,7.714,504.000,-0.200,7.714,405.000,1.279,0.725
[794.54] 755395,1.485,0.000,3.390,0.000,4.400,0.000,4.400,8.000,354.000,-0.640,8.000,413.000,3.293,1.485
[794.54] 755512,1.985,0.000,4.515,0.000,5.200,0.000,5.200,8.000,193.000,-0.510,8.000,228.000,4.531,1.985
[794.54] 110840,19.979,0.000,-0.014,11.429,0.357,11.429,0.357,-3.143,169.000,-3.930,-3.143,214.000,0.003,19.979
[794.54] 108183,2.265,0.000,5.141,0.000,5.600,0.000,5.600,8.000,209.000,-0.990,8.000,290.000,5.274,2.265
[794.54] 109680,15.639,0.000,9.401,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.220,-6.000,-387.000,9.485,15.639
[794.54] 110277,19.115,0.000,3.962,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.400,-8.000,-83.000,3.799,19.115
[794.54] 108255,2.885,0.000,5.845,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.770,8.000,290.000,5.843,2.885
[794.54] 109326,12.479,0.000,10.444,-11.429,9.771,-11.429,9.771,-2.000,-207.000,-3.040,-2.000,-241.000,10.366,12.479
[794.54] 109537,14.354,0.000,10.092,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.250,-4.285,-318.000,10.122,14.354
[794.54] 108957,9.001,0.000,10.729,-11.429,9.943,-11.429,9.943,1.429,-64.000,-1.150,1.429,-273.000,10.615,9.001
[794.54] 109556,14.796,0.000,10.030,-11.429,8.843,-11.429,8.843,-4.857,-333.000,-3.250,-4.857,-318.000,9.935,14.796
[794.54] 755152,0.585,0.000,0.992,11.429,2.414,11.429,2.414,7.143,504.000,-0.120,7.143,436.000,0.976,0.585
[794.54] 108332,3.225,0.000,6.485,0.000,6.800,0.000,6.800,8.000,58.000,-0.700,8.000,123.000,6.604,3.225
[794.54] 755390,1.485,0.000,3.390,0.000,4.400,0.000,4.400,8.000,354.000,-0.640,8.000,413.000,3.293,1.485
[794.54] 110724,19.935,0.000,0.268,11.429,0.700,11.429,0.700,-4.286,107.000,-3.980,-4.286,214.000,0.331,19.935
[794.54] 754752,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,0.000,2.571,84.000,0.000,0.039
[794.54] 756947,14.796,0.000,10.000,-11.429,8.843,-11.429,8.843,-4.857,-342.000,-2.650,-4.857,-338.000,10.054,14.796
[794.55] 758115,19.935,0.000,0.173,11.429,0.700,11.429,0.700,-4.286,108.000,-2.800,-4.286,155.000,0.187,19.935
[794.55] 757413,18.015,0.000,6.374,-0.000,5.600,-0.000,5.600,-8.000,-336.000,-1.770,-8.000,-461.000,6.455,18.015
[794.55] 109787,16.415,0.000,8.704,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.715,16.415
[794.55] 757089,16.036,0.000,9.290,-11.429,7.943,-11.429,7.943,-6.571,-405.000,-2.430,-6.571,-393.000,9.325,16.036
[794.55] 108265,2.885,0.000,5.994,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.750,8.000,290.000,5.843,2.885
[794.55] 754573,0.001,0.000,0.000,11.429,0.029,11.429,0.029,0.571,44.000,0.000,0.571,31.000,0.000,0.001
[794.55] 109767,16.415,0.000,8.797,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.891,16.415
[794.55] 756752,12.961,0.000,10.460,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-2.630,-2.571,-250.000,10.368,12.961
[794.55] 755166,0.585,0.000,1.171,11.429,2.414,11.429,2.414,7.143,504.000,-0.170,7.143,436.000,1.125,0.585
[794.55] 757209,16.775,0.000,8.371,-11.429,7.200,-11.429,7.200,-7.714,-296.000,-2.110,-7.714,-371.000,8.474,16.775
[794.55] 108667,6.100,0.000,9.534,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.270,4.857,-254.000,9.875,6.100
[794.55] 110429,19.536,0.000,2.387,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.309,19.536
[794.55] 108940,8.504,0.000,10.490,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.840,2.000,-273.000,10.615,8.504
[794.55] 111090,20.000,0.000,-0.092,11.429,0.000,11.429,0.000,-0.286,68.000,-3.850,-0.286,5.000,0.000,20.000
[794.55] 758499,20.000,0.000,-0.087,5.717,0.000,5.717,0.000,-0.000,33.000,-2.370,-0.000,5.000,0.000,20.000
[794.55] 758315,19.997,0.000,-0.057,11.429,0.129,11.429,0.129,-2.000,68.000,-2.730,-2.000,80.000,0.014,19.997
[794.56] 107873,0.885,0.000,2.011,5.714,3.200,5.714,3.200,8.000,478.000,-0.590,8.000,457.000,1.832,0.885
[794.56] 108356,3.585,0.000,6.696,0.000,7.200,0.000,7.200,8.000,58.000,-0.660,8.000,123.000,6.829,3.585
[794.56] 110031,18.015,0.000,6.371,-0.000,5.600,-0.000,5.600,-8.000,-291.000,-3.020,-8.000,-351.000,6.387,18.015
[794.56] 757372,17.735,0.000,6.897,0.000,6.000,0.000,6.000,-8.000,-336.000,-1.730,-8.000,-461.000,6.951,17.735
[794.56] 109076,10.000,0.000,10.604,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.070,0.286,-273.000,10.778,10.000
[794.56] 754697,0.021,0.000,0.000,11.429,0.229,11.429,0.229,2.000,21.000,0.000,2.000,84.000,0.000,0.021
[794.56] 108854,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-263.000,-0.420,2.571,-314.000,10.639,8.010
[794.56] 755309,1.065,0.000,2.612,0.000,3.600,0.000,3.600,8.000,354.000,-0.580,8.000,405.000,2.404,1.065
[794.56] 757900,19.725,0.000,1.558,11.429,1.729,11.429,1.729,-6.572,146.000,-2.710,-6.572,121.000,1.493,19.725
[794.56] 109577,14.796,0.000,9.908,-11.429,8.843,-11.429,8.843,-4.857,-333.000,-3.230,-4.857,-387.000,9.878,14.796
[794.56] 110817,19.979,0.000,0.011,11.429,0.357,11.429,0.357,-3.143,169.000,-3.950,-3.143,214.000,0.008,19.979
[794.56] 754550,0.001,0.000,0.000,11.429,0.029,11.429,0.029,0.571,44.000,0.010,0.571,31.000,0.000,0.001
[794.56] 755934,5.204,0.000,8.517,-11.429,8.571,-11.429,8.571,6.000,-9.000,0.210,6.000,-7.000,8.788,5.204
[794.56] 755145,0.585,0.000,0.992,11.429,2.414,11.429,2.414,7.143,504.000,-0.120,7.143,436.000,0.976,0.585
[794.56] 108341,3.225,0.000,6.485,0.000,6.800,0.000,6.800,8.000,58.000,-0.700,8.000,123.000,6.604,3.225
[794.56] 109517,14.354,0.000,10.184,-11.429,9.086,-11.429,9.086,-4.285,-333.000,-3.230,-4.285,-318.000,10.119,14.354
[794.57] 110071,18.275,0.000,5.881,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.000,-8.000,-299.000,6.000,18.275
[794.57] 756734,12.961,0.000,10.460,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-2.570,-2.571,-250.000,10.368,12.961
[794.57] 109779,16.415,0.000,8.797,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.891,16.415
[794.57] 754770,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,0.010,2.571,84.000,0.000,0.039
[794.57] 756116,6.565,0.000,10.111,-11.429,9.300,-11.429,9.300,4.286,-326.000,0.220,4.286,-185.000,10.303,6.565
[794.57] 757519,18.515,0.000,5.100,-0.000,4.800,-0.000,4.800,-8.000,-115.000,-2.040,-8.000,-216.000,5.089,18.515
[794.57] 754530,0.001,0.000,0.000,11.429,0.029,11.429,0.029,0.571,44.000,0.000,0.571,31.000,0.000,0.001
[794.57] 755367,1.265,0.000,3.214,0.000,4.000,0.000,4.000,8.000,354.000,-0.640,8.000,413.000,3.068,1.265
[794.57] 758481,20.000,0.000,-0.089,5.717,0.000,5.717,0.000,-0.000,33.000,-2.410,-0.000,5.000,0.000,20.000
[794.57] 107813,0.725,0.000,1.388,11.429,2.800,11.429,2.800,7.714,478.000,-0.370,7.714,457.000,1.290,0.725
[794.57] 757512,18.515,0.000,5.100,-0.000,4.800,-0.000,4.800,-8.000,-336.000,-2.040,-8.000,-216.000,5.320,18.515
[794.57] 756389,9.500,0.000,10.447,-11.429,9.986,-11.429,9.986,0.857,-138.000,-1.070,0.857,-165.000,10.320,9.500
[794.57] 757471,18.275,0.000,5.585,0.000,5.200,0.000,5.200,-8.000,-336.000,-1.910,-8.000,-216.000,5.783,18.275
[794.57] 108952,8.504,0.000,10.490,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.840,2.000,-273.000,10.615,8.504
[794.57] 757996,19.854,0.000,0.862,11.429,1.157,11.429,1.157,-5.429,108.000,-2.810,-5.429,186.000,0.837,19.854
[794.57] 756534,10.999,0.000,10.647,-5.712,9.986,-5.712,9.986,-0.286,-200.000,-1.920,-0.286,-126.000,10.303,10.999
[794.57] 110013,18.015,0.000,6.582,-0.000,5.600,-0.000,5.600,-8.000,-291.000,-3.020,-8.000,-351.000,6.580,18.015
[794.57] 756780,13.435,0.000,10.460,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-2.650,-3.143,-250.000,10.409,13.435
[794.58] 108502,4.361,0.000,7.818,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.590,7.143,33.000,7.845,4.361
[794.58] 108740,6.565,0.000,9.848,-11.429,9.300,-11.429,9.300,4.286,-263.000,-0.310,4.286,-254.000,10.114,6.565
[794.58] 757859,19.639,0.000,1.840,11.426,2.057,11.426,2.057,-7.143,146.000,-2.700,-7.143,121.000,1.818,19.639
[794.58] 756183,7.521,0.000,10.225,-11.429,9.643,-11.429,9.643,3.143,-326.000,0.130,3.143,-414.000,10.723,7.521
[794.58] 110557,19.797,0.000,1.274,11.429,1.429,11.429,1.429,-6.000,152.000,-3.820,-6.000,161.000,1.287,19.797
[794.58] 755104,0.464,0.000,0.672,11.429,2.057,11.429,2.057,6.571,504.000,-0.010,6.571,436.000,0.680,0.464
[794.58] 756815,13.435,0.000,10.474,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-2.700,-3.143,-338.000,10.387,13.435
[794.58] 758199,19.979,0.000,0.000,11.429,0.357,11.429,0.357,-3.143,172.000,-2.780,-3.143,155.000,0.003,19.979
[794.58] 756626,11.496,0.000,10.628,-11.426,9.943,-11.426,9.943,-0.857,-240.000,-2.250,-0.857,-126.000,10.501,11.496
[794.58] 109483,13.900,0.000,10.189,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-3.190,-3.714,-318.000,10.130,13.900
[794.58] 755551,2.265,0.000,4.943,0.000,5.600,0.000,5.600,8.000,193.000,-0.450,8.000,228.000,5.030,2.265
[794.58] 758060,19.900,0.000,0.504,11.429,0.914,11.429,0.914,-4.857,108.000,-2.820,-4.857,186.000,0.491,19.900
[794.58] 755608,2.565,0.000,5.642,-0.000,6.000,-0.000,6.000,8.000,40.000,-0.330,8.000,228.000,5.667,2.565
[794.58] 108148,1.985,0.000,4.702,0.000,5.200,0.000,5.200,8.000,209.000,-1.080,8.000,290.000,4.596,1.985
[794.58] 108916,8.504,0.000,10.217,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.610,2.000,-314.000,11.005,8.504
[794.58] 109158,10.999,0.000,10.569,-5.712,9.986,-5.712,9.986,-0.286,-269.000,-2.610,-0.286,-234.000,10.246,10.999
[794.58] 108237,2.565,0.000,5.645,-0.000,6.000,-0.000,6.000,8.000,58.000,-0.810,8.000,290.000,5.672,2.565
[794.58] 109039,9.500,0.000,10.563,-11.429,9.986,-11.429,9.986,0.857,-269.000,-1.720,0.857,-273.000,10.268,9.500
[794.59] 756955,14.796,0.000,9.924,-11.429,8.843,-11.429,8.843,-4.857,-342.000,-2.650,-4.857,-338.000,9.940,14.796
[794.59] 757545,18.735,0.000,4.816,0.000,4.400,0.000,4.400,-8.000,-115.000,-2.100,-8.000,-216.000,4.862,18.735
[794.59] 755542,2.265,0.000,4.943,0.000,5.600,0.000,5.600,8.000,193.000,-0.480,8.000,228.000,5.030,2.265
[794.59] 755690,3.225,0.000,6.282,0.000,6.800,0.000,6.800,8.000,40.000,-0.200,8.000,80.000,6.317,3.225
[794.59] 109416,13.435,0.000,10.423,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.080,-3.143,-241.000,10.328,13.435
[794.59] 755614,2.565,0.000,5.642,-0.000,6.000,-0.000,6.000,8.000,40.000,-0.330,8.000,228.000,5.667,2.565
[794.59] 756329,8.504,0.000,10.298,-11.429,9.871,-11.429,9.871,2.000,-138.000,-0.430,2.000,-414.000,10.290,8.504
[794.59] 108871,8.010,0.000,9.794,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.470,2.571,-314.000,10.761,8.010
[794.59] 754919,0.146,0.000,0.081,11.429,0.914,11.429,0.914,4.286,131.000,0.000,4.286,257.000,0.000,0.146
[794.59] 755157,0.585,0.000,0.992,11.429,2.414,11.429,2.414,7.143,504.000,-0.120,7.143,436.000,0.976,0.585
[794.59] 754952,0.204,0.000,0.122,11.429,1.157,11.429,1.157,4.857,381.000,-0.020,4.857,257.000,0.000,0.204
[794.59] 755852,4.361,0.000,7.704,-11.429,7.943,-11.429,7.943,7.143,136.000,-0.010,7.143,-7.000,7.767,4.361
[794.59] 756918,14.354,0.000,10.097,-11.429,9.086,-11.429,9.086,-4.285,-342.000,-2.760,-4.285,-338.000,10.157,14.354
[794.59] 110998,19.999,0.000,-0.062,11.429,0.057,11.429,0.057,-1.429,68.000,-3.920,-1.429,84.000,0.005,19.999
[794.59] 109336,12.479,0.000,10.444,-11.429,9.771,-11.429,9.771,-2.000,-207.000,-3.040,-2.000,-241.000,10.366,12.479
[794.6] 110377,19.415,0.000,2.967,0.000,2.800,0.000,2.800,-8.000,-19.000,-3.710,-8.000,-83.000,2.892,19.415
[794.6] 111021,20.000,0.000,-0.073,11.429,0.014,11.429,0.014,-0.857,68.000,-3.910,-0.857,84.000,0.003,20.000
[794.6] 757769,19.415,0.000,2.724,0.000,2.800,0.000,2.800,-8.000,-6.000,-2.670,-8.000,-13.000,2.634,19.415
[794.6] 755889,4.775,0.000,8.065,-11.429,8.271,-11.429,8.271,6.571,136.000,0.060,6.571,-7.000,8.165,4.775
[794.6] 110142,18.515,0.000,5.179,-0.000,4.800,-0.000,4.800,-8.000,-144.000,-3.030,-8.000,-299.000,5.187,18.515
[794.6] 109134,10.500,0.000,10.694,-5.714,10.000,-5.714,10.000,0.000,-269.000,-2.490,0.000,-234.000,10.455,10.500
[794.6] 755357,1.265,0.000,3.013,0.000,4.000,0.000,4.000,8.000,354.000,-0.640,8.000,413.000,2.837,1.265
[794.6] 754655,0.010,0.000,0.000,17.143,0.129,17.143,0.129,1.429,21.000,0.000,1.429,31.000,0.000,0.010
[794.6] 756466,10.000,0.000,10.639,-11.429,10.000,-11.429,10.000,0.286,-200.000,-1.360,0.286,-165.000,10.507,10.000
[794.6] 756544,10.999,0.000,10.647,-5.712,9.986,-5.712,9.986,-0.286,-200.000,-2.030,-0.286,-126.000,10.303,10.999
[794.6] 756228,7.521,0.000,10.157,-11.429,9.643,-11.429,9.643,3.143,-326.000,0.100,3.143,-414.000,10.775,7.521
[794.6] 110593,19.797,0.000,1.125,11.429,1.429,11.429,1.429,-6.000,152.000,-3.900,-6.000,161.000,1.016,19.797
[794.6] 109737,16.036,0.000,9.119,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.190,-6.571,-387.000,9.084,16.036
[794.6] 756471,10.000,0.000,10.639,-11.429,10.000,-11.429,10.000,0.286,-200.000,-1.360,0.286,-165.000,10.507,10.000
[794.6] 110301,19.115,0.000,3.848,0.000,3.600,0.000,3.600,-8.000,-144.000,-3.470,-8.000,-83.000,3.639,19.115
[794.6] 756032,6.100,0.000,9.420,-11.429,9.086,-11.429,9.086,4.857,-9.000,0.330,4.857,-185.000,9.569,6.100
[794.6] 756595,11.496,0.000,10.642,-11.426,9.943,-11.426,9.943,-0.857,-240.000,-2.170,-0.857,-126.000,10.441,11.496
[794.61] 755569,2.265,0.000,5.176,0.000,5.600,0.000,5.600,8.000,193.000,-0.380,8.000,228.000,5.225,2.265
[794.61] 109932,17.435,0.000,7.531,-0.002,6.400,-0.002,6.400,-8.000,-423.000,-3.080,-8.000,-351.000,7.488,17.435
[794.61] 110407,19.536,0.000,2.569,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.518,19.536
[794.61] 755638,2.885,0.000,5.818,-0.000,6.400,-0.000,6.400,8.000,40.000,-0.280,8.000,228.000,5.859,2.885
[794.61] 757943,19.797,0.000,1.263,11.429,1.429,11.429,1.429,-6.000,146.000,-2.730,-6.000,186.000,1.219,19.797
[794.61] 756902,14.354,0.000,10.141,-11.429,9.086,-11.429,9.086,-4.285,-342.000,-2.780,-4.285,-338.000,10.181,14.354
[794.61] 756054,6.100,0.000,9.637,-11.429,9.086,-11.429,9.086,4.857,-9.000,0.320,4.857,-185.000,9.680,6.100
[794.61] 108075,1.725,0.000,3.984,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,3.878,1.725
[794.61] 754756,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,0.010,2.571,84.000,0.000,0.039
[794.61] 756235,8.010,0.000,9.997,-11.429,9.771,-11.429,9.771,2.571,-138.000,0.070,2.571,-414.000,10.872,8.010
[794.61] 107819,0.725,0.000,1.388,11.429,2.800,11.429,2.800,7.714,478.000,-0.370,7.714,457.000,1.290,0.725
[794.61] 110521,19.725,0.000,1.547,11.429,1.729,11.429,1.729,-6.572,152.000,-3.760,-6.572,35.000,1.439,19.725
[794.61] 755866,4.361,0.000,7.905,-11.429,7.943,-11.429,7.943,7.143,136.000,0.030,7.143,-7.000,8.008,4.361
[794.61] 756245,8.010,0.000,9.997,-11.429,9.771,-11.429,9.771,2.571,-138.000,0.070,2.571,-414.000,10.872,8.010
[794.61] 107606,0.275,0.000,0.160,11.429,1.429,11.429,1.429,5.429,300.000,0.030,5.429,257.000,0.182,0.275
[794.61] 756655,11.990,0.000,10.658,-11.429,9.871,-11.429,9.871,-1.428,-240.000,-2.320,-1.428,-250.000,10.542,11.990
[794.61] 108511,4.775,0.000,7.962,-11.429,8.271,-11.429,8.271,6.571,116.000,-0.570,6.571,33.000,8.249,4.775
[794.61] 110958,19.999,0.000,-0.057,11.429,0.057,11.429,0.057,-1.429,68.000,-3.940,-1.429,84.000,0.005,19.999
[794.62] 755028,0.275,0.000,0.304,11.429,1.429,11.429,1.429,5.429,381.000,-0.030,5.429,436.000,0.236,0.275
[794.62] 108649,5.646,0.000,9.241,-11.429,8.843,-11.429,8.843,5.429,-6.000,-0.260,5.429,-254.000,9.658,5.646
[794.62] 108495,4.361,0.000,7.818,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.590,7.143,33.000,7.845,4.361
[794.62] 755015,0.275,0.000,0.241,11.429,1.429,11.429,1.429,5.429,381.000,-0.030,5.429,257.000,0.154,0.275
[794.62] 108862,8.010,0.000,9.794,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.420,2.571,-314.000,10.761,8.010
[794.62] 108026,1.485,0.000,3.621,0.000,4.400,0.000,4.400,8.000,353.000,-1.130,8.000,327.000,3.528,1.485
[794.62] 109318,12.479,0.000,10.444,-11.429,9.771,-11.429,9.771,-2.000,-207.000,-3.030,-2.000,-241.000,10.347,12.479
[794.62] 757009,15.225,0.000,9.688,-11.429,8.572,-11.429,8.572,-5.428,-342.000,-2.590,-5.428,-393.000,9.688,15.225
[794.62] 758323,19.997,0.000,-0.057,11.429,0.129,11.429,0.129,-2.000,68.000,-2.730,-2.000,80.000,0.014,19.997
[794.62] 110821,19.979,0.000,-0.014,11.429,0.357,11.429,0.357,-3.143,169.000,-3.930,-3.143,214.000,0.003,19.979
[794.62] 108934,8.504,0.000,10.320,-11.429,9.871,-11.429,9.871,2.000,-64.000,-0.730,2.000,-314.000,10.864,8.504
[794.62] 109379,12.961,0.000,10.469,-11.429,9.643,-11.429,9.643,-2.571,-278.000,-3.060,-2.571,-241.000,10.374,12.961
[794.62] 110208,18.935,0.000,4.431,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.090,-8.000,-299.000,4.433,18.935
[794.62] 110833,19.979,0.000,-0.014,11.429,0.357,11.429,0.357,-3.143,169.000,-3.930,-3.143,214.000,0.003,19.979
[794.62] 754928,0.146,0.000,0.081,11.429,0.914,11.429,0.914,4.286,131.000,0.000,4.286,257.000,0.000,0.146
[794.63] 756517,10.500,0.000,10.647,-5.714,10.000,-5.714,10.000,0.000,-200.000,-1.820,0.000,-126.000,10.181,10.500
