[794.26] timestamp,right_position,heading,real_right_velocity,right_jerk,right_velocity,left_jerk,left_velocity,right_accel,right_error,real_heading,left_accel,left_error,real_left_velocity,left_position
[794.83] 758444,20.000,0.000,-0.087,11.429,0.000,11.429,0.000,-0.286,68.000,-2.480,-0.286,5.000,0.000,20.000
[794.83] 107393,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,-0.010,2.571,47.000,0.000,0.039
[794.83] 757296,17.435,0.000,7.553,-0.002,6.400,-0.002,6.400,-8.000,-296.000,-1.910,-8.000,-371.000,7.637,17.435
[794.83] 108379,3.585,0.000,6.848,0.000,7.200,0.000,7.200,8.000,116.000,-0.640,8.000,123.000,7.054,3.585
[794.83] 755067,0.361,0.000,0.444,11.429,1.729,11.429,1.729,6.000,381.000,-0.010,6.000,436.000,0.450,0.361
[794.83] 755120,0.464,0.000,0.824,11.429,2.057,11.429,2.057,6.571,504.000,-0.020,6.571,436.000,0.680,0.464
[794.83] 757576,18.735,0.000,4.447,0.000,4.400,0.000,4.400,-8.000,-115.000,-2.180,-8.000,-216.000,4.406,18.735
[794.83] 756552,10.999,0.000,10.647,-5.712,9.986,-5.712,9.986,-0.286,-200.000,-2.030,-0.286,-126.000,10.303,10.999
[794.83] 756373,9.001,0.000,10.390,-11.429,9.943,-11.429,9.943,1.429,-138.000,-0.810,1.429,-165.000,10.241,9.001
[794.83] 756261,8.010,0.000,9.962,-11.429,9.771,-11.429,9.771,2.571,-138.000,0.010,2.571,-414.000,10.891,8.010
[794.83] 109997,17.735,0.000,6.775,0.000,6.000,0.000,6.000,-8.000,-291.000,-3.010,-8.000,-351.000,6.813,17.735
[794.83] 756059,6.100,0.000,9.637,-11.429,9.086,-11.429,9.086,4.857,-9.000,0.330,4.857,-185.000,9.935,6.100
[794.83] 107296,0.010,0.000,0.003,17.143,0.129,17.143,0.129,1.429,21.000,-0.010,1.429,15.000,0.000,0.010
[794.83] 110417,19.536,0.000,2.387,5.712,2.414,5.712,2.414,-7.714,-19.000,-3.720,-7.714,35.000,2.518,19.536
[794.83] 754594,0.004,0.000,0.000,-0.000,0.057,-0.000,0.057,0.571,44.000,0.000,0.571,31.000,0.000,0.004
[794.83] 757302,17.435,0.000,7.553,-0.002,6.400,-0.002,6.400,-8.000,-296.000,-1.870,-8.000,-461.000,7.637,17.435
[794.83] 109280,11.990,0.000,10.509,-11.429,9.871,-11.429,9.871,-1.428,-207.000,-2.910,-1.428,-241.000,10.469,11.990
[794.83] 110391,19.415,0.000,2.751,0.000,2.800,0.000,2.800,-8.000,-19.000,-3.710,-8.000,35.000,2.699,19.415
[794.83] 111007,20.000,0.000,-0.065,11.429,0.014,11.429,0.014,-0.857,68.000,-3.910,-0.857,84.000,0.003,20.000
[794.84] 757607,18.935,0.000,4.268,-0.000,4.000,-0.000,4.000,-8.000,-115.000,-2.230,-8.000,-216.000,4.233,18.935
[794.84] 108351,3.225,0.000,6.696,0.000,6.800,0.000,6.800,8.000,58.000,-0.660,8.000,123.000,6.604,3.225
[794.84] 109854,17.115,0.000,8.192,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.150,-8.000,-372.000,8.192,17.115
[794.84] 110667,19.900,0.000,0.596,11.429,0.914,11.429,0.914,-4.857,107.000,-3.940,-4.857,161.000,0.558,19.900
[794.84] 758508,20.000,0.000,-0.087,5.717,0.000,5.717,0.000,-0.000,33.000,-2.370,-0.000,5.000,0.000,20.000
[794.84] 757189,16.775,0.000,8.371,-11.429,7.200,-11.429,7.200,-7.714,-405.000,-2.150,-7.714,-371.000,8.656,16.775
[794.84] 757656,19.115,0.000,3.805,0.000,3.600,0.000,3.600,-8.000,-115.000,-2.260,-8.000,-13.000,3.526,19.115
[794.84] 757362,17.735,0.000,6.897,0.000,6.000,0.000,6.000,-8.000,-336.000,-1.750,-8.000,-461.000,6.951,17.735
[794.84] 108821,7.521,0.000,10.054,-11.429,9.643,-11.429,9.643,3.143,-263.000,-0.330,3.143,-314.000,10.523,7.521
[794.84] 757479,18.275,0.000,5.585,0.000,5.200,0.000,5.200,-8.000,-336.000,-1.910,-8.000,-216.000,5.569,18.275
[794.84] 757616,18.935,0.000,4.060,-0.000,4.000,-0.000,4.000,-8.000,-115.000,-2.230,-8.000,-13.000,4.027,18.935
[794.91] 757675,19.115,0.000,3.805,0.000,3.600,0.000,3.600,-8.000,-115.000,-2.330,-8.000,-13.000,3.526,19.115
[794.91] 756414,9.500,0.000,10.588,-11.429,9.986,-11.429,9.986,0.857,-200.000,-1.160,0.857,-165.000,10.661,9.500
[794.92] 755993,5.646,0.000,8.940,-11.429,8.843,-11.429,8.843,5.429,-9.000,0.300,5.429,-185.000,9.276,5.646
[794.92] 110901,19.990,0.000,-0.068,11.429,0.229,11.429,0.229,-2.572,169.000,-3.940,-2.572,84.000,0.003,19.990
[794.92] 754968,0.204,0.000,0.168,11.429,1.157,11.429,1.157,4.857,381.000,-0.020,4.857,257.000,0.030,0.204
[794.92] 107774,0.585,0.000,1.049,11.429,2.414,11.429,2.414,7.143,478.000,-0.180,7.143,436.000,1.005,0.585
[794.92] 110309,19.275,0.000,3.642,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.540,-8.000,-83.000,3.425,19.275
[794.92] 758454,20.000,0.000,-0.092,11.429,0.000,11.429,0.000,-0.286,68.000,-2.480,-0.286,5.000,0.000,20.000
[794.92] 109148,10.500,0.000,10.569,-5.714,10.000,-5.714,10.000,0.000,-269.000,-2.610,0.000,-234.000,10.246,10.500
[794.92] 110136,18.515,0.000,5.298,-0.000,4.800,-0.000,4.800,-8.000,-291.000,-3.020,-8.000,-299.000,5.363,18.515
[794.92] 107941,1.065,0.000,2.631,0.000,3.600,0.000,3.600,8.000,353.000,-0.930,8.000,457.000,2.439,1.065
[794.92] 757430,18.015,0.000,6.209,-0.000,5.600,-0.000,5.600,-8.000,-336.000,-1.790,-8.000,-461.000,6.268,18.015
[794.92] 755812,3.964,0.000,7.414,-5.714,7.586,-5.714,7.586,7.714,136.000,-0.060,7.714,80.000,7.371,3.964
[794.92] 757559,18.735,0.000,4.585,0.000,4.400,0.000,4.400,-8.000,-115.000,-2.170,-8.000,-216.000,4.618,18.735
[794.92] 110053,18.275,0.000,6.078,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.000,-8.000,-351.000,6.211,18.275
[794.92] 758002,19.854,0.000,0.862,11.429,1.157,11.429,1.157,-5.429,108.000,-2.810,-5.429,186.000,0.837,19.854
[794.93] 756047,6.100,0.000,9.637,-11.429,9.086,-11.429,9.086,4.857,-9.000,0.320,4.857,-185.000,9.680,6.100
[794.93] 109901,17.115,0.000,7.634,-5.717,6.800,-5.717,6.800,-8.000,-423.000,-3.070,-8.000,-351.000,7.737,17.115
[794.93] 756214,7.521,0.000,10.157,-11.429,9.643,-11.429,9.643,3.143,-326.000,0.100,3.143,-414.000,10.775,7.521
[794.93] 110540,19.725,0.000,1.415,11.429,1.729,11.429,1.729,-6.572,152.000,-3.780,-6.572,35.000,1.439,19.725
[794.93] 108691,6.100,0.000,9.731,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.260,4.857,-254.000,9.935,6.100
[794.93] 756336,9.001,0.000,10.371,-11.429,9.943,-11.429,9.943,1.429,-138.000,-0.560,1.429,-165.000,10.260,9.001
[794.93] 755114,0.464,0.000,0.672,11.429,2.057,11.429,2.057,6.571,504.000,-0.020,6.571,436.000,0.680,0.464
[794.93] 110352,19.275,0.000,3.160,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.670,-8.000,-83.000,3.049,19.275
[794.93] 756831,13.900,0.000,10.474,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-2.750,-3.714,-338.000,10.387,13.900
[794.93] 757034,15.639,0.000,9.650,-11.429,8.272,-11.429,8.272,-6.000,-405.000,-2.570,-6.000,-393.000,9.631,15.639
[794.93] 756038,6.100,0.000,9.420,-11.429,9.086,-11.429,9.086,4.857,-9.000,0.330,4.857,-185.000,9.680,6.100
[794.93] 754748,0.039,0.000,0.000,11.429,0.357,11.429,0.357,2.571,21.000,0.000,2.571,84.000,0.000,0.039
[794.93] 108580,5.204,0.000,8.826,-11.429,8.571,-11.429,8.571,6.000,-6.000,-0.370,6.000,33.000,9.016,5.204
[794.93] 107667,0.361,0.000,0.379,11.429,1.729,11.429,1.729,6.000,300.000,0.010,6.000,436.000,0.295,0.361
[794.93] 110095,18.275,0.000,5.702,0.000,5.200,0.000,5.200,-8.000,-291.000,-3.020,-8.000,-299.000,5.780,18.275
[794.93] 756865,13.900,0.000,10.352,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-2.790,-3.714,-338.000,10.298,13.900
[794.93] 756016,5.646,0.000,9.192,-11.429,8.843,-11.429,8.843,5.429,-9.000,0.310,5.429,-185.000,9.569,5.646
[794.93] 108881,8.010,0.000,9.994,-11.429,9.771,-11.429,9.771,2.571,-64.000,-0.470,2.571,-314.000,10.805,8.010
[794.93] 756396,9.500,0.000,10.504,-11.429,9.986,-11.429,9.986,0.857,-200.000,-1.070,0.857,-165.000,10.320,9.500
[794.93] 107717,0.464,0.000,0.621,11.429,2.057,11.429,2.057,6.571,300.000,-0.030,6.571,436.000,0.623,0.464
[794.93] 110233,18.935,0.000,4.293,-0.000,4.000,-0.000,4.000,-8.000,-144.000,-3.240,-8.000,-83.000,4.230,18.935
[794.93] 109688,15.639,0.000,9.401,-11.429,8.272,-11.429,8.272,-6.000,-378.000,-3.220,-6.000,-387.000,9.322,15.639
[794.94] 758130,19.961,0.000,0.173,11.429,0.514,11.429,0.514,-3.715,108.000,-2.790,-3.715,155.000,0.187,19.961
[794.94] 110801,19.961,0.000,0.011,11.429,0.514,11.429,0.514,-3.715,169.000,-3.980,-3.715,214.000,0.035,19.961
[795.0] 756430,10.000,0.000,10.588,-11.429,10.000,-11.429,10.000,0.286,-200.000,-1.240,0.286,-165.000,10.870,10.000
[795.0] 758356,19.999,0.000,-0.070,11.429,0.057,11.429,0.057,-1.429,68.000,-2.690,-1.429,80.000,0.003,19.999
[795.0] 107352,0.021,0.000,0.003,11.429,0.229,11.429,0.229,2.000,21.000,0.000,2.000,47.000,0.000,0.021
[795.0] 111110,20.000,0.000,-0.095,5.717,0.000,5.717,0.000,-0.000,35.000,-3.860,-0.000,5.000,-0.011,20.000
[795.0] 756436,10.000,0.000,10.612,-11.429,10.000,-11.429,10.000,0.286,-200.000,-1.240,0.286,-165.000,10.661,10.000
[795.0] 110928,19.997,0.000,-0.060,11.429,0.129,11.429,0.129,-2.000,169.000,-3.950,-2.000,84.000,0.005,19.997
[795.0] 109022,9.500,0.000,10.639,-11.429,9.986,-11.429,9.986,0.857,-269.000,-1.590,0.857,-273.000,10.154,9.500
[795.0] 110953,19.997,0.000,-0.057,11.429,0.129,11.429,0.129,-2.000,68.000,-3.940,-2.000,84.000,0.005,19.997
[795.0] 756985,15.225,0.000,9.899,-11.429,8.572,-11.429,8.572,-5.428,-342.000,-2.610,-5.428,-393.000,9.894,15.225
[795.0] 756364,9.001,0.000,10.390,-11.429,9.943,-11.429,9.943,1.429,-138.000,-0.690,1.429,-165.000,10.241,9.001
[795.0] 755697,3.225,0.000,6.282,0.000,6.800,0.000,6.800,8.000,40.000,-0.200,8.000,80.000,6.317,3.225
[795.0] 107549,0.146,0.000,0.076,11.429,0.914,11.429,0.914,4.286,131.000,-0.050,4.286,257.000,0.049,0.146
[795.0] 109093,10.000,0.000,10.658,-11.429,10.000,-11.429,10.000,0.286,-269.000,-2.160,0.286,-273.000,10.604,10.000
[795.0] 756603,11.496,0.000,10.642,-11.426,9.943,-11.426,9.943,-0.857,-240.000,-2.190,-0.857,-126.000,10.441,11.496
[795.0] 108093,1.725,0.000,4.168,-0.000,4.800,-0.000,4.800,8.000,209.000,-1.160,8.000,327.000,4.100,1.725
[795.0] 108479,4.361,0.000,7.601,-11.429,7.943,-11.429,7.943,7.143,116.000,-0.580,7.143,33.000,7.639,4.361
[795.01] 108767,7.039,0.000,10.024,-11.429,9.486,-11.429,9.486,3.714,-263.000,-0.350,3.714,-254.000,10.290,7.039
[795.01] 756271,8.010,0.000,9.962,-11.429,9.771,-11.429,9.771,2.571,-138.000,-0.020,2.571,-414.000,10.891,8.010
[795.01] 110326,19.275,0.000,3.377,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.590,-8.000,-83.000,3.217,19.275
[795.01] 108675,6.100,0.000,9.534,-11.429,9.086,-11.429,9.086,4.857,-6.000,-0.270,4.857,-254.000,9.875,6.100
[795.01] 755957,5.204,0.000,8.683,-11.429,8.571,-11.429,8.571,6.000,-9.000,0.240,6.000,-7.000,8.921,5.204
[795.01] 757794,19.536,0.000,2.355,5.712,2.414,5.712,2.414,-7.714,-6.000,-2.680,-7.714,121.000,2.328,19.536
[795.01] 756702,12.479,0.000,10.569,-11.429,9.771,-11.429,9.771,-2.000,-240.000,-2.490,-2.000,-250.000,10.485,12.479
[795.01] 109710,16.036,0.000,9.257,-11.429,7.943,-11.429,7.943,-6.571,-378.000,-3.200,-6.571,-387.000,9.227,16.036
[795.01] 755756,3.585,0.000,6.805,0.000,7.200,0.000,7.200,8.000,136.000,-0.140,8.000,80.000,6.832,3.585
[795.01] 756199,7.521,0.000,10.165,-11.429,9.643,-11.429,9.643,3.143,-326.000,0.100,3.143,-414.000,10.723,7.521
[795.01] 109813,16.775,0.000,8.588,-11.429,7.200,-11.429,7.200,-7.714,-378.000,-3.170,-7.714,-372.000,8.504,16.775
[795.01] 110684,19.900,0.000,0.491,11.429,0.914,11.429,0.914,-4.857,107.000,-3.950,-4.857,161.000,0.444,19.900
[795.01] 757251,17.115,0.000,8.030,-5.717,6.800,-5.717,6.800,-8.000,-296.000,-1.980,-8.000,-371.000,8.141,17.115
[795.01] 757844,19.639,0.000,2.014,11.426,2.057,11.426,2.057,-7.143,146.000,-2.700,-7.143,121.000,1.995,19.639
[795.01] 756132,7.039,0.000,10.276,-11.429,9.486,-11.429,9.486,3.714,-326.000,0.170,3.714,-185.000,10.284,7.039
[795.01] 758069,19.900,0.000,0.504,11.429,0.914,11.429,0.914,-4.857,108.000,-2.820,-4.857,186.000,0.491,19.900
[795.01] 108047,1.485,0.000,3.807,0.000,4.400,0.000,4.400,8.000,209.000,-1.160,8.000,327.000,3.528,1.485
[795.01] 107860,0.885,0.000,2.011,5.714,3.200,5.714,3.200,8.000,478.000,-0.590,8.000,457.000,1.645,0.885
[795.01] 754567,0.001,0.000,0.000,11.429,0.029,11.429,0.029,0.571,44.000,0.000,0.571,31.000,0.000,0.001
[795.01] 756489,10.500,0.000,10.691,-5.714,10.000,-5.714,10.000,0.000,-200.000,-1.490,0.000,-165.000,10.458,10.500
[795.02] 109433,13.435,0.000,10.374,-11.429,9.486,-11.429,9.486,-3.143,-278.000,-3.110,-3.143,-318.000,10.347,13.435
[795.02] 756300,8.504,0.000,10.301,-11.429,9.871,-11.429,9.871,2.000,-138.000,-0.320,2.000,-414.000,10.528,8.504
[795.02] 107802,0.585,0.000,1.388,11.429,2.414,11.429,2.414,7.143,478.000,-0.300,7.143,457.000,1.146,0.585
[795.02] 756151,7.039,0.000,10.276,-11.429,9.486,-11.429,9.486,3.714,-326.000,0.130,3.714,-185.000,10.474,7.039
[795.08] 755270,0.885,0.000,2.219,5.714,3.200,5.714,3.200,8.000,354.000,-0.510,8.000,405.000,1.995,0.885
[795.08] 756855,13.900,0.000,10.352,-11.429,9.300,-11.429,9.300,-3.714,-278.000,-2.780,-3.714,-338.000,10.357,13.900
[795.08] 757802,19.536,0.000,2.355,5.712,2.414,5.712,2.414,-7.714,-6.000,-2.680,-7.714,121.000,2.328,19.536
[795.08] 757981,19.854,0.000,0.992,11.429,1.157,11.429,1.157,-5.429,146.000,-2.760,-5.429,186.000,0.959,19.854
[795.09] 109231,11.496,0.000,10.512,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.860,-0.857,-234.000,10.379,11.496
[795.09] 107675,0.361,0.000,0.379,11.429,1.729,11.429,1.729,6.000,300.000,0.010,6.000,436.000,0.382,0.361
[795.09] 109225,11.496,0.000,10.512,-11.426,9.943,-11.426,9.943,-0.857,-207.000,-2.860,-0.857,-234.000,10.444,11.496
[795.09] 755740,3.585,0.000,6.805,0.000,7.200,0.000,7.200,8.000,40.000,-0.160,8.000,80.000,6.832,3.585
[795.09] 108571,5.204,0.000,8.826,-11.429,8.571,-11.429,8.571,6.000,-6.000,-0.370,6.000,33.000,9.016,5.204
[795.09] 758163,19.961,0.000,0.046,11.429,0.514,11.429,0.514,-3.715,172.000,-2.780,-3.715,155.000,0.051,19.961
[795.09] 108293,2.885,0.000,6.192,-0.000,6.400,-0.000,6.400,8.000,58.000,-0.740,8.000,123.000,6.227,2.885
[795.09] 755135,0.585,0.000,0.824,11.429,2.414,11.429,2.414,7.143,504.000,-0.050,7.143,436.000,0.824,0.585
[795.09] 758176,19.961,0.000,0.011,11.429,0.514,11.429,0.514,-3.715,172.000,-2.780,-3.715,155.000,0.016,19.961
[795.1] 110342,19.275,0.000,3.160,-0.000,3.200,-0.000,3.200,-8.000,-19.000,-3.670,-8.000,-83.000,3.217,19.275
[795.1] 756726,12.479,0.000,10.553,-11.429,9.771,-11.429,9.771,-2.000,-278.000,-2.570,-2.000,-250.000,10.439,12.479
[795.1] 110567,19.797,0.000,1.274,11.429,1.429,11.429,1.429,-6.000,152.000,-3.880,-6.000,161.000,1.141,19.797
[795.1] 758257,19.990,0.000,-0.014,11.429,0.229,11.429,0.229,-2.572,172.000,-2.750,-2.572,80.000,0.011,19.990
[795.1] 755284,1.065,0.000,2.423,0.000,3.600,0.000,3.600,8.000,354.000,-0.540,8.000,405.000,2.222,1.065
[795.1] 756168,7.039,0.000,10.417,-11.429,9.486,-11.429,9.486,3.714,-326.000,0.150,3.714,-414.000,10.563,7.039
[795.1] 108119,1.985,0.000,4.290,0.000,5.200,0.000,5.200,8.000,209.000,-1.120,8.000,290.000,4.371,1.985
[795.1] 109755,16.415,0.000,8.943,-11.429,7.586,-11.429,7.586,-7.143,-378.000,-3.170,-7.143,-372.000,8.948,16.415
